6G,51,90,西安铁路局 宝鸡电力机务段,,
HXD1D,516,520,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,521,534,广州铁路（集团）公司 广州机务段,,
HXD1D,522,522,广州铁路职业技术学院,,
HXD1D,535,544,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,545,551,上海铁路局集团有限公司 上海机务段,,
HXD1D,552,554,上海铁路局集团有限公司 杭州机务段,,
HXD1D,555,559,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,560,564,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,565,570,广州铁路（集团）公司 广州机务段,,
HXD1D,571,585,南昌铁路局集团有限公司 南昌机务段,,
HXD1D,586,595,上海铁路局集团有限公司 杭州机务段,,
HXD1D,596,613,兰州铁路局集团有限公司 兰州西机务段,,
HXD1D,614,623,广州铁路（集团）公司 广州机务段,,
HXD1D,624,633,上海铁路局集团有限公司 上海机务段,,
HXD1D,634,636,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,637,644,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,645,660,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,661,668,武汉铁路局集团有限公司 武昌南机务段,,
HXD1D,669,673,乌鲁木齐铁路局集团有限公司 乌鲁木齐机务段,,
HXD1D,674,678,郑州铁路局集团有限公司 郑州机务段,,
HXD1D,679,682,上海铁路局集团有限公司 上海机务段,,
HXD1D,683,683,上海铁路局集团有限公司 徐州机务段,,
HXD1D,684,684,上海铁路局集团有限公司 徐州机务段,,
HXD1D,685,689,青藏铁路集团有限公司 格尔木机务段,,
HXD1D,1898,1898,上海铁路局集团有限公司 上海机务段,周恩来号,
HXD1D-J,1,3,青藏铁路集团有限公司 拉萨动车运用所,,
HXD1D-J,1001,1009,昆明铁路局集团有限公司 昆明动车运用所,,
HXD1D-J,1010,1013,青藏铁路集团有限公司 格尔木机务段,,
HXD1D-J,1014,1019,成都铁路局集团有限公司 成都动车运用所,,
HXD1D-J,1020,1027,昆明铁路局集团有限公司 昆明动车运用所,,
HXD3C,446,446,广州铁路（集团）公司 广州机务段,,
HXD3C,805,809,广州铁路（集团）公司 ,,
HXD3C,810,819,中国铁路南宁局集团有限公司,,
HXD3C,820,829,中国铁路武汉局集团有限公司,,
HXD3C,896,925,中国铁路沈阳局集团有限公司,,
HXD3C,926,930,中国铁路南宁局集团有限公司,,
HXD3C,931,945,中国铁路北京局集团有限公司,,
HXD3C,946,955,中国铁路济南局集团有限公司,,
HXD3C,956,965,中国铁路郑州局集团有限公司,,
HXD3C,966,974,中国铁路济南局集团有限公司,,
HXD3D,1,10,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,11,25,西安铁路局集团有限公司 西安机务段,,
HXD3D,26,34,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,35,35,兰州铁路局集团有限公司 迎水桥机务段,雷锋号,
HXD3D,36,38,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,39,39,济南铁路局集团有限公司 济南机务段,共青团号,
HXD3D,40,40,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,41,50,西安铁路局集团有限公司 西安机务段,,
HXD3D,51,70,北京铁路局集团有限公司 北京机务段,,
HXD3D,71,90,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,91,115,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,116,135,昆明铁路局集团有限公司 昆明机务段,,
HXD3D,136,145,北京铁路局集团有限公司 北京机务段,,
HXD3D,146,150,呼和浩特铁路局集团有限公司 集宁机务段,,
HXD3D,151,155,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,156,160,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,161,165,北京铁路局集团有限公司 北京机务段,,
HXD3D,166,170,西安铁路局集团有限公司 西安机务段,,
HXD3D,171,180,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,181,190,济南铁路局集团有限公司 济南机务段,,
HXD3D,191,245,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,246,255,北京铁路局集团有限公司 北京机务段,,
HXD3D,256,265,呼和浩特铁路局集团有限公司 集宁机务段,,
HXD3D,266,290,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,291,300,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,301,310,济南铁路局集团有限公司 济南机务段,,
HXD3D,310,315,昆明铁路局集团有限公司 昆明机务段,,
HXD3D,316,320,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,321,322,呼和浩特铁路局集团有限公司 集宁机务段,,
HXD3D,323,325,北京铁路局集团有限公司 北京机务段,,
HXD3D,326,333,西安铁路局集团有限公司 西安机务段,,
HXD3D,334,340,西安铁路局集团有限公司 安康机务段,,
HXD3D,341,345,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,346,346,成都铁路局集团有限公司 重庆机务段,,
HXD3D,351,351,成都铁路局集团有限公司 重庆机务段,,
HXD3D,356,365,西安铁路局集团有限公司 安康机务段,,
HXD3D,366,369,北京铁路局集团有限公司 北京机务段,,
HXD3D,370,382,呼和浩特铁路局集团有限公司 集宁机务段,,
HXD3D,383,392,昆明铁路局集团有限公司 昆明机务段,,
HXD3D,393,397,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,398,402,西安铁路局集团有限公司 西安机务段,,
HXD3D,403,417,西安铁路局集团有限公司 西安机务段,,
HXD3D,418,419,哈尔滨铁路局集团有限公司 牡丹江机务段,,
HXD3D,420,424,北京铁路局集团有限公司 北京机务段,,
HXD3D,425,429,呼和浩特铁路局集团有限公司 集宁机务段,,
HXD3D,430,433,哈尔滨铁路局集团有限公司 牡丹江机务段,,
HXD3D,434,443,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,444,449,济南铁路局集团有限公司 济南机务段,,
HXD3D,450,464,西安铁路局集团有限公司 西安机务段,,
HXD3D,465,468,济南铁路局集团有限公司 济南机务段,,
HXD3D,469,473,济南铁路局集团有限公司 济南机务段,,
HXD3D,474,479,昆明铁路局集团有限公司 昆明机务段,,
HXD3D,480,484,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,485,489,西安铁路局集团有限公司 西安机务段,,
HXD3D,490,499,北京铁路局集团有限公司 北京机务段,,
HXD3D,500,503,哈尔滨铁路局集团有限公司 牡丹江机务段,,
HXD3D,504,514,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,515,515,成都铁路局集团有限公司 重庆机务段,,
HXD3D,516,518,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,519,528,西安铁路局集团有限公司 西安机务段,,
HXD3D,529,538,北京铁路局集团有限公司 北京机务段,,
HXD3D,539,541,呼和浩特铁路局集团有限公司 集宁机务段,,
HXD3D,542,553,西安铁路局集团有限公司 西安机务段,,
HXD3D,554,563,济南铁路局集团有限公司 济南机务段,,
HXD3D,564,568,昆明铁路局集团有限公司 昆明机务段,,
HXD3D,569,573,成都铁路局集团有限公司 重庆机务段,,
HXD3D,574,583,济南铁路局集团有限公司 济南机务段,,
HXD3D,584,584,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,585,609,哈尔滨铁路局集团有限公司 三棵树机务段,,
HXD3D,610,611,北京铁路局集团有限公司 北京机务段,,
HXD3D,612,621,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,622,626,南昌铁路局集团有限公司 南昌机务段,,
HXD3D,627,629,哈尔滨铁路局集团有限公司 三棵树机务段,,
HXD3D,630,630,哈尔滨铁路局集团有限公司 哈尔滨机务段,,
HXD3D,631,631,西安铁路局集团有限公司 西安机务段,第五代“钢人铁马号”,
HXD3D,632,653,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,654,673,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,674,681,沈阳铁路局集团有限公司 沈阳机务段,,
HXD3D,682,688,兰州铁路局集团有限公司 兰州西机务段,,
HXD3D,1886,1886,哈尔滨铁路局集团有限公司 哈尔滨机务段,第五代“朱德号”,
HXD3D,1893,1893,北京铁路局集团有限公司 丰台机务段,第六代“毛泽东号”,
HXD3D,1921,1921,沈阳铁路局集团有限公司 沈阳机务段,共产党员号,
HXD3D,7001,7002,广西沿海铁路股份有限公司 南宁南机务运用段,,
HXD3D,7003,7003,吉林铁道职业技术学院,,
HXD3D,8001,8025,沈阳铁路局集团有限公司 沈阳机务段,,大同
HXD3D,8026,8028,太原铁路局集团有限公司 太原南机务段,,大同
东方红2,1,50,,,资阳
东风,1201,1830,,,大连、成都
东风,2001,2094,,,戚墅堰
东风11,1,459,,,戚墅堰
东风12,8001,8001,吉林铁道职业技术学院,,
东风2,3201,3348,,,戚墅堰
东风21,1,5,中国铁路昆明局集团有限公司 昆明机务段,,
东风21,6,6,中国铁路昆明局集团有限公司 昆明机务段,状元号,
东风21,7,7,中国铁路昆明局集团有限公司 昆明机务段,亲年号,
东风21,8,8,中国铁路昆明局集团有限公司 昆明机务段,建水古城,
东风21,9,100,中国铁路昆明局集团有限公司 昆明机务段,,
东风21,101,101,中国铁路昆明局集团有限公司 昆明机务段,异龙号,
东风21,102,102,中国铁路昆明局集团有限公司 昆明机务段,,
东风21,1001,1002,云南钢铁厂,,
东风2Z,3251,3251,*齐齐哈尔铁路局 加格达奇机务段,,
东风3,3243,3243,中车共享城机车公园,,
东风4,3247,3247,中车成都轨道交通产业园,,
东风4B,1001,1999,,,大连
东风4B,1963,1963,*北京铁路局 丰台机务段,,
东风4B,2101,2685,,,大连
东风4B,2104,2104,*上海铁路局 蚌埠机务段,,
东风4B,2376,2376,*南昌铁路局 鹰潭机务段,,
东风4B,3101,3999,,,资阳
东风4B,3214,3214,*浙江金温铁道开发有限公司 温州机务段,,
东风4B,3249,3249,*西安铁路局 西安机务段,,
东风4B,3390,3390,*成都铁路局 重庆机务段,,
东风4B,3593,3593,*广州铁路（集团）公司 株洲机务段,,
东风4B,6001,6587,,,大同
东风4B,6530,6530,*南宁铁路局 南宁机务段,,
东风4B,7001,7363,,,大连
东风4B,7364,7365,,,四方
东风4B,7366,7796,,,大连
东风4B,7701,7732,,,戚墅堰改
东风4B,9001,9702,,,资阳
东风4B,9167,9167,*南昌铁路局 向塘机务段,,
东风4B,9531,9531,*新长铁路公司,,
东风4C,1,10,,,大同
东风4C,11,11,北京铁路局 丰台段,青年文明号,
东风4C,12,40,,,大同
东风4C,2001,2006,,,四方
东风4C,4001,4465,,,大连
东风4C,4466,4466,四方机车车辆厂,,四方
东风4C,5001,5273,,,资阳
东风4C,5274,5275,三茂铁路公司 三水机务段,东风4CK,
东风4C,5276,5335,,,资阳
东风4D,7001,7021,中国铁路南宁局集团有限公司,,
东风5,1,1,中国铁路北京局集团有限公司 北京车辆段,,
东风5,1974,1975,中国铁路兰州局集团有限公司 兰州西机务段,,唐山
东风5,1976,2082,,,唐山
东风5,2083,2083,中国石油兰州石化公司,,唐山
东风5,3279,3279,云南铁路博物馆,,
东风6,1,2,*沈阳铁路局 大连机务段,,
东风6,3,3,沈阳铁路陈列馆,,
东风6,4,4,*沈阳铁路局 大连机务段,,
东风7,174,174,太原机务段北场,,
东风7B,3006,3006,中国铁道博物馆,,
东风7B,3015,3015,王坪村铁路公园,,
东风7B,6001,6072,*北京铁路局 邯郸机务段；郑州铁路局 新乡机务段,调车,
东风7D,1,1,中国铁道博物馆,,
东风7D,3001,3001,中国铁道博物馆,,
东风7E,1,1,郑州铁路局 新乡机务段,,
东风7E,2,2,郑州铁路局 郑州机务段,,
东风7G,9001,9004,呼和浩特铁路局 集宁机务段 赛汗塔拉分段,,
东风8,1,1,中国铁道博物馆,,
东风9,1,2,中国铁路广州局集团有限公司广州机务段,,
韶山1,8,8,中国铁道博物馆,,
韶山1,156,156,郑州世纪欢乐园,,
韶山1,160,160,北京铁路电气化学校,,
韶山1,227,227,兰州铁路局 兰州西机务段,,
韶山1,254,254,北京铁路局 丰台机务段 储备厂,,
韶山1,307,307,太原铁路局 榆次机务折返段,,
韶山1,309,309,太原铁路局 太原机务段北场,,
韶山1,321,321,武汉铁路职业技术学院,,
韶山1,681,681,中国铁道博物馆,,
韶山1,695,695,沈阳铁路陈列馆,,
韶山1,762,762,广州铁路(集团)公司 娄底运用车间储备厂,,
韶山1,818,818,西南交通大学 机车博物园,,
韶山1,821,821,韶关机务实训基地,,
韶山1,826,826,韶关机务实训基地,,
韶山3,454,454,成都铁路局 贵阳机务段,先锋号,
韶山3,524,524,武汉铁路局 江岸机务段,青年号,
韶山3,4160,4160,广西沿海铁路公司 南宁南机务运用段,共青团号,
韶山3,4178,4178,广西沿海铁路公司 南宁南机务运用段,共青团号,
韶山3,4235,4235,成都铁路局 重庆机务段,青年文明号,
韶山3,4258,4258,成都铁路局 重庆机务段,党员先锋号,
韶山3,5080,5080,广铁机车博物馆,,
韶山3,6005,6005,湖南交通工程学院,,
韶山3,8050,8050,武汉四美塘铁路遗址公园,,
韶山3B,16,16,西安铁路局 安康机务段,青年文明号,
韶山3B,5001,5001,成都铁路局 贵阳机务段,*先锋力神,
韶山3B,5035,5035,兰州铁路局 迎水桥机务段,雷锋号 (曾),
韶山3B,5038,5038,兰州铁路局 迎水桥机务段,青年文明号,
韶山3B,5151,5151,成都铁路局 西昌机务段,扶贫先锋号,
韶山3B,5162,5162,昆明铁路局 昆明机务段,五四青年号,
韶山3B,5235,5235,成都铁路局 西昌机务段,*共青团号,
韶山3C,1,1,贵阳机务段,,
韶山4,6,6,中国铁道博物馆,,
韶山4,10,10,成都铁路局 西昌机务段,,
韶山4,50,50,郑州铁路局 新乡机务段,先锋号,
韶山4,63,63,太原铁路局 太原机务段,,
韶山4,204,204,郑州铁路局 新乡机务段,先锋号,
韶山4,448,448,沈阳铁路局 苏家屯机务段,先锋号,
韶山4,574,574,中铁三局集团,先锋号,
韶山4,743,743,哈尔滨铁路局 哈尔滨机务段,青年文明号,
韶山4,855,855,西安铁路局 新丰镇机务段,,
韶山4,911,911,中铁三局集团,青年文明号,
韶山4,2006,2006,吉林铁道职业技术学院,,
韶山4B,19,19,神朔铁路公司 神木北机务段,青年号,
韶山4B,89,89,神朔铁路公司 神木北机务段,青年文明号,
韶山4B,90,90,神朔铁路公司 神木北机务段,青年文明号,
韶山4B,257,257,包神铁路公司 东胜机务段,党员先锋号,
韶山4G,159,1177,,,株洲
韶山4G,168,168,中国铁道博物馆,,
韶山4G,171,171,哈尔滨铁路局 牡丹江机务段,,
韶山4G,179,179,太原铁路局 湖东机务段,,
韶山4G,466,466,石家庄铁道大学,,
韶山4G,1089,1089,*呼和浩特铁路局 包头西机务段,,
韶山4G,1886,1886,哈尔滨铁路局 哈尔滨机务段,*朱德号,株洲
韶山4G,3001,3002,,,资阳
韶山4G,6001,6001,中国铁道博物馆,,
韶山4G,6001,6001,中国铁道博物馆,,大同
韶山4G,7001,7110,,,大连
韶山4G,7121,7243,,,大连
韶山5,1,1,中国铁道博物馆,,
韶山5,2,2,郑州世纪欢乐园 ,,
韶山6,1,1,郑州铁路司机学校,,
韶山6,2,2,中国铁道博物馆,,
韶山6B,1011,1011,西安铁路局 西安机务段,*青年文明号,
韶山6B,1026,1026,韶关机务实训基地,,
韶山6B,1088,1088,武汉铁路局 襄阳机务段,*民兵号,
韶山6B,1111,1111,武汉铁路局 襄阳机务段,*先锋号,
韶山6B,6001,6001,韶关机务实训基地,,
韶山6B,6002,6002,广州铁路博物馆,,
韶山7,1,79,南宁铁路局集团有限公司 柳州机务段,,
韶山7,76,76,南宁铁路局集团有限公司 南宁机务段,*五四红旗号,
韶山7,80,84,南宁铁路局集团有限公司 柳州机务段,,
韶山7,85,111,南宁铁路局集团有限公司 柳州机务段,,
韶山7,8112,8113,山西孝柳铁路有限责任公司,,
韶山7B,1,1,*南宁铁路局集团有限公司 南宁机务段,,
韶山7B,2,2,中国铁路南宁局集团有限公司 柳州机务段,,
韶山7D,1,58,西安铁路局集团有限公司 西安机务段,,
韶山7D,631,631,西安铁路局集团有限公司 西安机务段,*钢人铁马号,
韶山7E,1,140,,,大同
韶山7E,6001,6002,昆明铁路局,,大同
韶山7E,7001,7004,,,大连
韶山8,1,1,中国铁路广州局集团有限公司 广州机务段,,
韶山8,2,2,中国铁路广州局集团有限公司 广州机务段,,
韶山8,3,4,中国铁路上海局集团有限公司 上海机务段,,
韶山8,5,5,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,9,9,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,11,11,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,12,12,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,15,16,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,17,17,中国铁路上海局集团有限公司 上海机务段,,
韶山8,20,20,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,24,25,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,27,27,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,29,32,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,33,35,中国铁路上海局集团有限公司 上海机务段,,
韶山8,36,36,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,38,38,中国铁路上海局集团有限公司 上海机务段,,
韶山8,39,39,中国铁路上海局集团有限公司 上海机务段,国祥号,
韶山8,40,40,中国铁路上海局集团有限公司 上海机务段,,
韶山8,41,41,中国铁路北京局集团有限公司 北京机务段,,
韶山8,43,43,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,44,44,中国铁路北京局集团有限公司 邯郸机务段,,
韶山8,45,45,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,48,48,中国铁路北京局集团有限公司 邯郸机务段,,
韶山8,49,49,中国铁路南昌局集团有限公司 南昌机务段,,
韶山8,50,50,中国铁路南昌局集团有限公司 南昌机务段,,
韶山8,51,51,中国铁路北京局集团有限公司 邯郸机务段,,
韶山8,52,52,中国铁路上海局集团有限公司 上海机务段,,
韶山8,55,55,中国铁路南昌局集团有限公司 南昌机务段,,
韶山8,56,57,中国铁路北京局集团有限公司 邯郸机务段,,
韶山8,64,64,中国铁路广州局集团有限公司 广州机务段,,
韶山8,72,72,中国铁路北京局集团有限公司 邯郸机务段,,
韶山8,73,73,中国铁路北京局集团有限公司 北京机务段,,
韶山8,74,74,中国铁路北京局集团有限公司 邯郸机务段,,
韶山8,81,81,中国铁路北京局集团有限公司 北京机务段,,
韶山8,83,84,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,85,85,中国铁路北京局集团有限公司 北京机务段,,
韶山8,88,103,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,104,104,中国铁路北京局集团有限公司 邯郸机务段,,
韶山8,109,111,中国铁路南昌局集团有限公司 南昌机务段,,
韶山8,114,116,中国铁路南昌局集团有限公司 南昌机务段,,
韶山8,118,119,中国铁路北京局集团有限公司 北京机务段,,
韶山8,121,126,中国铁路北京局集团有限公司 北京机务段,,
韶山8,127,128,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,130,130,中国铁路南昌局集团有限公司 南昌机务段,,
韶山8,131,131,中国铁路广州局集团有限公司 长沙机务段,,
韶山8,132,132,中国铁路广州局集团有限公司 长沙机务段,,
韶山8,133,133,中国铁路广州局集团有限公司 长沙机务段,,
韶山8,134,134,中国铁路广州局集团有限公司 长沙机务段,,
韶山8,136,136,中国铁路广州局集团有限公司 长沙机务段,,
韶山8,141,141,中国铁路广州局集团有限公司 广州机务段,,
韶山8,144,144,中国铁路广州局集团有限公司 长沙机务段,,
韶山8,148,148,中国铁路广州局集团有限公司 广州机务段,,
韶山8,156,156,中国铁路广州局集团有限公司 广州机务段,,
韶山8,163,163,中国铁路广州局集团有限公司 广州机务段,,
韶山8,166,166,中国铁路广州局集团有限公司 广州机务段,新世纪金龙号,
韶山8,171,171,中国铁路上海局集团有限公司 上海机务段,,
韶山8,172,172,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,173,173,中国铁路广州局集团有限公司 广州机务段,,
韶山8,181,181,中国铁路广州局集团有限公司 广州机务段,,
韶山8,186,186,中国铁路广州局集团有限公司 广州机务段,,
韶山8,191,191,中国铁路广州局集团有限公司 广州机务段,,
韶山8,192,192,中国铁路广州局集团有限公司 广州机务段,,
韶山8,197,197,中国铁路郑州局集团有限公司 郑州机务段,,
韶山8,200,204,中国铁路上海局集团有限公司 上海机务段,,
韶山8,205,205,中国铁路广州局集团有限公司 长沙机务段,,
韶山8,214,214,中国铁路郑州局集团有限公司 郑州机务段,,
韶山9,1,3,沈阳铁路局 沈阳机务段；上海铁路局 上海机务段,,
韶山9,5,29,沈阳铁路局 沈阳机务段；上海铁路局 上海机务段,,
韶山9,30,30,沈阳铁路局 通辽机务段,,
韶山9,31,37,沈阳铁路局 沈阳机务段；上海铁路局 上海机务段,,
韶山9,38,38,沈阳铁路局 通辽机务段,,
韶山9,39,43,沈阳铁路局 沈阳机务段；上海铁路局 上海机务段,,
CJ6,701,715,广州铁路局 长沙城际,,中车株洲机车
CR200J,1002,1086,,,中车大连机车
CR200J,1093,1110,,,中车大连机车
CR200J,2002,2084,,,中车株洲电力机车
CR200J,2901,2903,,,中车株洲机车
CR200J,3002,3004,,,中车大同电力机车
CR200J,3005,3007,,,中车大同机车
CR200J,4002,4003,,,中车大同电力机车
CR200J,4006,4008,,,中车大同机车
CR200J,5002,5009,,,中车大连机车
CR200J,6002,6021,,,中车株洲电力机车
CR200JC,501,504,,,中车大连机车
CR200JC,2085,2127,,,中车株洲机车
CR200JC,2801,2832,,,中车株洲机车
CR200JC,5019,5065,,,中车大连机车
CR200JC,6022,6062,,,中车株洲机车
CR200JC,7001,7002,,,中车大同机车
CR200JC,8001,8002,,,中车大同机车
CR220J,1601,1601,,,中车株洲电力机车
CR220J,2601,2601,,,中车株洲电力机车
CR300AF,1,1,昆明铁路局 昆明南,,中车青岛四方
CR300AF,3,3,广州铁路局 深圳,,AST
CR300AF,4,4,南宁铁路局 南宁,,中车南京浦镇
CR300AF,1001,1010,广州铁路局 三亚,,AST
